time_ms,ne
-1.270844,134190148673523.72
-1.269004,268380297440160.47
-1.267164,268380297440160.47
-1.265324,268380297440160.47
-1.263484,402570446210521.75
-1.261644,536760594977158.5
-1.259804,536760594973433.94
-1.2579559999999999,536760594973433.94
-1.256116,536760594977158.5
-1.254276,536760594973433.94
-1.2524359999999999,670950743740070.8
-1.250596,670950743740070.8
-1.248756,670950743740070.8
-1.246916,670950743736346.4
-1.2450759999999998,670950743736346.4
-1.243228,670950743736346.4
-1.241388,670950743736346.4
-1.239548,670950743736346.4
-1.237708,536760594969709.6
-1.235868,536760594969709.6
-1.234028,536760594973434.06
-1.2321879999999998,536760594965985.06
-1.230348,536760594969709.6
-1.228508,536760594969709.6
-1.2266679999999999,536760594965984.94
-1.224828,536760594965984.94
-1.222988,536760594962260.4
-1.22114,670950743728897.2
-1.2193,805140892495534.1
-1.21746,805140892495534.1
-1.21562,805140892499258.5
-1.213772,805140892499258.5
-1.211932,805140892495533.8
-1.210092,670950743732621.8
-1.2082519999999999,536760594969709.44
-1.206412,536760594969709.44
-1.204572,536760594969709.6
-1.202732,536760594969709.44
-1.200892,536760594969709.6
-1.1990519999999996,536760594969709.6
-1.197212,536760594969709.6
-1.195372,536760594973434.0
-1.193532,402570446206797.1
-1.191684,536760594969709.44
-1.189844,536760594965984.94
-1.188004,536760594965984.94
-1.186164,536760594965984.9
-1.184324,670950743728897.0
-1.182484,670950743728897.1
-1.180644,805140892495533.8
-1.178804,939331041265895.0
-1.176956,1073521190028807.6
-1.1751159999999998,1207711338791719.5
-1.173276,1341901487565805.5
-1.171436,1476091636328717.5
-1.1695959999999999,1476091636324993.5
-1.167756,1476091636328717.5
-1.165916,1476091636328717.5
-1.1640759999999999,1610281785095354.2
-1.162236,1610281785095354.5
-1.160388,1476091636324993.5
-1.158548,1341901487562081.0
-1.1567079999999998,1341901487562081.0
-1.154868,1341901487565805.5
-1.153028,1341901487569530.0
-1.151188,1341901487573254.8
-1.14934,1476091636336166.8
-1.1475,1476091636336167.0
-1.14566,1476091636336167.0
-1.14382,1476091636332442.2
-1.1419799999999996,1476091636328717.5
-1.14014,1476091636328717.5
-1.1383,1476091636328717.5
-1.13646,1476091636328717.5
-1.13462,1341901487558356.5
-1.13278,1207711338795444.2
-1.1309399999999998,1073521190032532.0
-1.1291,939331041265895.2
-1.127252,1073521190036256.6
-1.125412,1207711338802893.5
-1.123572,1207711338802893.5
-1.121732,1207711338799169.0
-1.1198919999999999,1341901487565805.5
-1.118052,1476091636332442.2
-1.116204,1476091636332442.2
-1.114364,1476091636332442.2
-1.112524,1476091636332442.2
-1.110684,1476091636336166.8
-1.108844,1476091636336166.8
-1.1070039999999999,1476091636332442.5
-1.105164,1476091636336167.0
-1.103324,1341901487573254.8
-1.101484,1207711338795444.2
-1.0996359999999998,1073521190028807.6
-1.097796,1073521190028807.6
-1.095956,1073521190032532.2
-1.0941159999999999,1073521190032532.2
-1.092276,1073521190032532.2
-1.090436,1073521190036256.8
-1.088596,1073521190034394.4
-1.0867559999999998,1073521190034394.4
-1.084916,1073521190032532.0
-1.083076,1073521190030669.6
-1.0812359999999999,1073521190030670.0
-1.079388,1073521190030670.0
-1.077548,1073521190028807.6
-1.075708,1073521190032532.2
-1.0738679999999998,1073521190032532.2
-1.07202,1073521190030670.0
-1.07018,1073521190034394.4
-1.06834,939331041267757.6
-1.0665,939331041265895.2
-1.06466,939331041265895.2
-1.0628199999999999,805140892501120.6
-1.06098,670950743732621.8
-1.05914,670950743732621.9
-1.0573,670950743730759.5
-1.05546,805140892497396.4
-1.0536199999999996,939331041262170.9
-1.051772,939331041264033.2
-1.0499319999999999,1073521190030670.0
-1.048092,1207711338804755.5
-1.046252,1207711338801031.2
-1.044412,1207711338801031.5
-1.042572,1207711338804755.5
-1.040732,1207711338802893.5
-1.038892,1207711338806618.0
-1.037052,1073521190041843.2
-1.035212,939331041273344.4
-1.033364,805140892506707.5
-1.0315239999999999,670950743738208.5
-1.0296839999999998,536760594969709.6
-1.027844,536760594973434.06
-1.026004,536760594971571.75
-1.024164,536760594971571.75
-1.022324,536760594971571.6
-1.020484,536760594969709.44
-1.018636,402570446203072.75
-1.0167959999999998,402570446203072.75
-1.014956,402570446201210.4
-1.013116,402570446201210.4
-1.0112759999999998,402570446201210.4
-1.009436,402570446199348.06
-1.007596,268380297436435.84
-1.0057479999999999,268380297438298.1
-1.003908,268380297436435.8
-1.002068,268380297436435.84
-1.000228,268380297440160.4
-0.998388,268380297436435.84
-0.9965479999999999,134190148669799.08
-0.994708,-98699.99238154579
-0.9928599999999999,-134190148861612.16
-0.99102,-268380297624524.47
-0.98918,-402570446398610.4
-0.98734,-536760595161522.56
-0.9855,-536760595157798.06
-0.9836599999999999,-402570446393023.7
-0.98182,-268380297628249.1
-0.97998,-268380297624524.56
-0.97814,-134190148859749.84
-0.9763,-89388.57448301787
-0.9744600000000002,134190148677248.14
-0.972612,134190148675385.88
-0.970772,134190148675385.88
-0.968932,134190148673523.6
-0.967092,134190148671661.31
-0.9652520000000001,134190148675385.84
-0.963412,134190148673523.6
-0.961572,134190148673523.64
-0.959732,134190148677248.14
-0.957892,134190148677248.08
-0.956044,134190148677248.08
-0.954204,268380297443884.88
-0.952364,402570446208659.4
-0.950524,536760594973433.94
-0.948684,670950743738208.4
-0.946844,670950743736346.1
-0.945004,670950743736346.1
-0.9431560000000001,536760594969709.25
-0.941316,268380297434573.53
-0.9394759999999999,134190148667936.78
-0.937636,134190148671661.28
-0.935796,134190148669798.92
-0.933956,134190148667936.69
-0.932116,134190148671661.23
-0.9302760000000002,134190148669799.0
-0.928428,134190148669798.98
-0.926588,134190148667936.69
-0.924748,134190148667936.77
-0.922908,268380297438298.1
-0.9210680000000001,268380297436435.7
-0.919228,268380297436435.7
-0.917388,268380297443884.75
-0.915548,268380297442022.47
-0.913708,268380297442022.4
-0.91186,268380297442022.4
-0.91002,268380297438298.03
-0.9081799999999999,268380297438298.03
-0.90634,402570446204934.8
-0.9045,402570446204934.8
-0.90266,402570446203072.4
-0.90082,268380297438298.0
-0.89898,268380297438297.88
-0.89714,268380297438297.88
-0.8953,268380297436435.7
-0.8934599999999998,268380297436435.7
-0.8916199999999999,402570446203072.4
-0.889772,536760594967846.9
-0.8879319999999998,536760594969709.25
-0.886092,536760594967847.1
-0.8842519999999998,536760594965984.8
-0.8824119999999999,536760594967846.9
-0.880572,536760594967846.8
-0.8787319999999998,670950743734483.8
-0.876884,805140892501120.6
-0.875044,805140892501120.6
-0.873204,805140892501120.6
-0.871364,805140892501120.6
-0.8695239999999999,805140892502982.8
-0.867684,805140892502982.8
-0.865844,670950743736346.0
-0.864004,536760594967846.9
-0.8621639999999998,536760594971571.6
-0.8603239999999999,536760594971571.6
-0.8584839999999998,536760594969709.25
-0.8566359999999998,536760594971571.4
-0.854796,536760594971571.4
-0.8529559999999998,536760594971571.4
-0.8511079999999999,536760594973433.6
-0.849268,670950743740070.5
-0.8474279999999998,939331041273344.0
-0.845588,1207711338806617.5
-0.8437479999999998,1341901487573254.8
-0.841908,1476091636339891.5
-0.8400679999999998,1610281785106528.5
-0.8382279999999999,1610281785104666.0
-0.8363879999999998,1610281785104665.5
-0.834548,1744471933871302.5
-0.832708,1744471933869440.2
-0.8308599999999998,1744471933871302.5
-0.8290199999999999,1878662082636076.8
-0.82718,1878662082634214.8
-0.8253399999999999,1878662082636076.8
-0.8235,1878662082636076.8
-0.8216599999999998,1878662082634214.8
-0.81982,1878662082636076.8
-0.81798,1878662082636076.8
-0.8161399999999999,1878662082634214.5
-0.8142919999999998,1878662082637939.2
-0.8124519999999998,2012852231404576.0
-0.810612,2147042380171212.5
-0.8087719999999998,2147042380171212.8
-0.806932,2147042380171212.8
-0.8050919999999998,2147042380173075.2
-0.8032519999999999,2147042380173075.2
-0.801412,2147042380173075.2
-0.7995719999999998,2147042380173075.2
-0.797724,2147042380173074.8
-0.7958839999999998,2281232528939711.5
-0.7940439999999999,2415422677708210.5
-0.792204,2549612826474847.5
-0.7903639999999998,2683802975237759.5
-0.788524,2683802975239621.0
-0.7866839999999998,2683802975239622.0
-0.784844,2683802975239622.0
-0.7829959999999998,2683802975241484.5
-0.7811559999999999,2683802975239622.0
-0.779316,2683802975239621.0
-0.7774759999999998,2683802975239622.0
-0.775636,2683802975239622.5
-0.7737959999999998,2683802975239622.0
-0.7719559999999999,2683802975239622.0
-0.770116,2549612826472985.0
-0.7682679999999998,2415422677706349.0
-0.766428,2281232528941574.5
-0.7645879999999998,2147042380174937.2
-0.762748,2012852231408300.8
-0.760908,2012852231408300.8
-0.7590679999999999,2012852231406438.5
-0.7572279999999998,2147042380174937.5
-0.7553879999999998,2147042380174937.5
-0.753548,2012852231406438.8
-0.7517079999999998,1878662082641664.0
-0.7498679999999999,1744471933876889.5
-0.7480199999999998,1744471933875027.0
-0.7461799999999998,1744471933876889.2
-0.74434,1744471933876889.2
-0.7424999999999998,1744471933875027.2
-0.74066,1744471933875027.2
-0.7388199999999998,1610281785108390.2
-0.7369719999999998,1610281785108390.2
-0.735132,1610281785108390.5
-0.7332919999999998,1476091636339891.5
-0.731452,1476091636339891.5
-0.729612,1476091636339891.5
-0.7277719999999999,1476091636338029.0
-0.7259319999999998,1476091636339891.5
-0.7240919999999998,1476091636339891.5
-0.722252,1341901487571392.5
-0.720412,1341901487573254.8
-0.718564,1476091636339891.5
-0.7167239999999999,1610281785104666.2
-0.714884,1610281785106528.5
-0.713044,1610281785106528.5
-0.711204,1610281785106528.2
-0.7093639999999999,1610281785108390.2
-0.7075239999999999,1476091636341753.5
-0.705684,1341901487575117.0
-0.703844,1341901487575116.5
-0.702004,1341901487576978.8
-0.7001639999999999,1341901487576978.8
-0.698316,1341901487576979.0
-0.696476,1341901487575116.5
-0.6946359999999999,1341901487575116.5
-0.692796,1341901487576978.8
-0.6909559999999999,1476091636341753.5
-0.689116,1610281785110252.5
-0.687268,1744471933875027.5
-0.6854279999999999,1878662082637940.0
-0.683588,2012852231406438.8
-0.681748,2147042380173075.2
-0.679908,2281232528939712.0
-0.6780679999999999,2281232528937849.0
-0.676228,2281232528937849.0
-0.674388,2281232528937850.0
-0.6725399999999999,2281232528937850.0
-0.6707,2281232528935987.0
-0.6688599999999999,2281232528935987.5
-0.6670200000000001,2281232528935987.5
-0.665172,2281232528934125.0
-0.6633319999999999,2147042380167488.0
-0.661492,2012852231402713.5
-0.659652,1878662082634215.2
-0.657812,1878662082634215.2
-0.655972,1878662082632352.5
-0.6541319999999999,2012852231400851.5
-0.6522919999999999,2012852231402714.5
-0.650452,2012852231398989.5
-0.648612,2012852231398988.8
-0.6467719999999999,2012852231398988.8
-0.644932,1878662082634215.2
-0.643084,1878662082634215.2
-0.6412439999999999,2012852231398988.8
-0.639404,2147042380163764.0
-0.6375639999999999,2281232528934125.0
-0.635724,2415422677698899.5
-0.633884,2549612826463673.0
-0.6320439999999999,2549612826463674.0
-0.630204,2549612826463674.0
-0.6283639999999999,2549612826461812.0
-0.626524,2549612826461812.0
-0.624676,2683802975230310.5
-0.622836,2683802975228448.5
-0.6209959999999999,2683802975230310.5
-0.619156,2683802975230310.5
-0.617316,2683802975228449.0
-0.6154759999999999,2549612826463674.5
-0.613636,2281232528930400.5
-0.611788,2012852231397127.5
-0.6099479999999999,1878662082630490.5
-0.608108,1744471933863853.5
-0.6062679999999999,1610281785099079.0
-0.604428,1610281785099079.0
-0.602588,1610281785099079.0
-0.600748,1610281785099079.0
-0.598908,1610281785099079.0
-0.5970679999999999,1610281785099079.0
-0.5952279999999999,1744471933865715.5
-0.593388,1878662082630490.5
-0.591548,1878662082628628.0
-0.5897079999999999,1878662082631421.2
-0.5878599999999999,1878662082630490.5
-0.58602,1878662082629559.2
-0.5841799999999999,1878662082630490.5
-0.58234,1878662082629559.2
-0.5804999999999999,1878662082631420.8
-0.578652,2147042380163764.0
-0.576812,2281232528927607.5
-0.5749719999999999,2415422677697968.5
-0.573132,2415422677697037.0
-0.5712919999999999,2549612826462743.0
-0.569452,2683802975230311.5
-0.5676119999999999,2817993123996948.0
-0.565772,2952183272762653.0
-0.563932,2952183272763585.0
-0.562084,3086373421528359.0
-0.560244,3086373421527428.0
-0.5584039999999999,3086373421530222.0
-0.5565640000000001,3086373421530221.0
-0.5547239999999999,3086373421525566.0
-0.5528839999999999,3086373421526497.0
-0.5510439999999999,3086373421525566.0
-0.5492039999999999,3220563570294065.0
-0.547364,3086373421526497.0
-0.5455239999999999,3086373421525565.0
-0.543684,3086373421527428.0
-0.5418359999999999,3086373421528359.5
-0.539996,3086373421527428.0
-0.538156,3086373421524634.5
-0.536316,3086373421524635.0
-0.5344760000000001,2952183272758929.0
-0.532628,2817993123993223.5
-0.5307879999999999,2817993123993223.5
-0.528948,2952183272760791.5
-0.527108,2952183272761722.5
-0.525268,2952183272761722.5
-0.5234199999999999,2952183272760791.5
-0.5215799999999999,2952183272761722.5
-0.5197400000000001,2952183272760791.5
-0.5178999999999999,2952183272760791.5
-0.51606,2952183272761723.0
-0.5142199999999999,3086373421525566.0
-0.51238,3086373421527428.0
-0.51054,3086373421528359.5
-0.5086999999999999,3086373421527428.5
-0.50686,2952183272761722.5
-0.5050199999999999,2817993123994155.0
-0.50318,2683802975228449.0
-0.5013319999999999,2549612826464605.0
-0.499492,2415422677697969.0
-0.4976519999999999,2281232528930401.0
-0.4958119999999999,2147042380164695.5
-0.493972,2147042380166557.5
-0.4921319999999999,2147042380165626.8
-0.490292,2147042380166557.5
-0.48845199999999983,2147042380165626.5
-0.48661199999999993,2147042380167488.8
-0.484772,2281232528936918.5
-0.482924,2415422677700762.0
-0.48108399999999985,2415422677701693.0
-0.479244,2415422677702624.5
-0.4774040000000001,2415422677701693.0
-0.47556399999999993,2415422677702624.5
-0.473724,2281232528936919.0
-0.4718839999999999,2147042380171212.8
-0.470036,2012852231403645.5
-0.46819599999999995,1878662082634215.5
-0.466356,1744471933872234.0
-0.4645159999999998,1744471933873164.8
-0.4626759999999999,1744471933873164.2
-0.460836,1744471933872233.0
-0.4589959999999999,1744471933873164.5
-0.45714799999999983,1610281785107458.8
-0.45530799999999993,1476091636341753.2
-0.453468,1341901487574185.2
-0.4516279999999999,1207711338808479.5
-0.449788,1207711338808479.5
-0.44794799999999985,1341901487574185.5
-0.446108,1341901487573254.2
-0.444268,1207711338808479.5
-0.44242799999999993,1073521190039049.2
-0.440588,939331041269619.2
-0.438748,939331041270550.4
-0.4369,805140892504844.8
-0.43505999999999995,670950743735414.5
-0.43321999999999994,670950743736345.8
-0.43138,670950743736345.8
-0.4295399999999999,805140892503913.6
-0.4277,939331041269619.2
-0.42585999999999985,939331041265894.8
-0.42402,939331041264963.5
-0.42217199999999994,939331041265894.8
-0.420332,939331041265894.8
-0.4184919999999999,939331041264963.5
-0.416652,939331041265895.0
-0.414812,939331041264963.5
-0.4129719999999999,939331041266825.8
-0.411132,805140892501120.4
-0.40929199999999993,670950743735414.9
-0.407444,670950743736345.9
-0.4056039999999999,670950743737276.9
-0.403764,805140892502051.5
-0.40192399999999984,805140892502051.6
-0.40008399999999994,805140892502982.8
-0.398244,805140892502982.5
-0.3964039999999999,805140892502051.5
-0.394564,670950743738208.2
-0.3927239999999999,536760594973433.7
-0.390876,402570446204003.4
-0.38903599999999994,536760594973433.7
-0.387196,670950743739139.4
-0.3853559999999999,805140892503913.8
-0.3835159999999999,805140892502982.5
-0.381676,805140892503913.8
-0.3798359999999999,805140892503913.8
-0.3779879999999998,670950743738208.2
-0.3761479999999999,670950743739139.4
-0.374308,670950743740070.5
-0.3724679999999999,536760594970640.4
-0.370628,402570446209590.3
-0.36878799999999984,402570446209590.4
-0.366948,402570446209590.4
-0.365108,402570446208659.25
-0.3632679999999999,536760594978089.44
-0.361428,536760594978089.44
-0.35958799999999985,536760594977158.3
-0.3577479999999999,536760594977158.3
-0.3558999999999999,402570446208659.25
-0.35406,402570446212383.7
-0.3522199999999998,402570446211452.56
-0.3503799999999999,402570446212383.6
-0.34854,402570446212383.6
-0.34669199999999994,402570446207728.0
-0.3448519999999998,134190148674454.52
-0.34301199999999993,-94044.56393086631
-0.34117200000000003,-94975.69513610659
-0.33933199999999986,134190148670264.44
-0.33749199999999996,268380297435504.56
-0.33565199999999984,268380297435504.56
-0.3338119999999999,268380297435038.97
-0.331972,268380297435038.97
-0.330124,134190148667005.52
-0.328284,134190148666074.31
-0.3264439999999999,134190148666539.88
-0.324604,134190148666539.92
-0.3227639999999999,134190148662815.42
-0.320924,134190148663281.08
-0.31908400000000003,134190148663746.64
-0.3172439999999999,134190148663746.6
-0.315404,134190148663281.0
-0.31356399999999984,134190148663280.92
-0.31171600000000005,134190148663746.44
-0.30987599999999993,268380297431779.9
-0.308036,402570446197020.06
-0.30619599999999986,402570446197485.6
-0.30435599999999996,402570446197485.6
-0.302516,402570446197020.06
-0.3006759999999999,268380297428520.97
-0.298836,134190148664212.05
-0.29699599999999987,134190148664677.56
-0.2951559999999999,268380297429917.7
-0.2933079999999999,268380297430383.25
-0.291468,268380297430383.28
-0.28962799999999983,268380297430383.28
-0.28778799999999993,268380297430848.84
-0.28594800000000004,268380297430848.84
-0.2841079999999999,402570446199813.5
-0.28225999999999984,536760594964587.94
-0.28041999999999995,536760594965053.5
-0.27858,670950743729362.5
-0.2767399999999999,805140892498327.0
-0.2749,805140892498792.6
-0.27305999999999986,805140892498792.6
-0.2712199999999999,805140892499258.2
-0.26938,805140892499723.9
-0.2675399999999999,805140892500189.2
-0.2656919999999998,670950743734949.4
-0.2638519999999999,536760594970174.8
-0.262012,536760594970640.4
-0.2601719999999999,536760594969709.25
-0.25833199999999995,536760594973433.7
-0.25649199999999983,536760594973899.25
-0.254644,536760594973899.25
-0.25280399999999986,670950743739139.4
-0.250964,805140892507638.5
-0.249132,805140892508104.0
-0.2472919999999998,670950743738673.9
-0.245444,536760594973899.4
-0.24360399999999988,536760594970640.5
-0.24176399999999995,536760594973433.75
-0.23992399999999983,536760594973433.75
-0.2380839999999999,536760594973899.5
-0.236244,536760594972968.25
-0.23440399999999983,536760594969709.25
-0.2325559999999998,536760594969709.25
-0.23071599999999992,670950743738674.0
-0.228876,805140892502982.8
-0.22703599999999985,805140892499258.1
-0.22519599999999995,805140892499723.6
-0.223356,805140892499724.0
-0.2215159999999999,805140892499258.2
-0.219676,670950743734483.8
-0.21783599999999984,670950743731224.8
-0.21598800000000004,670950743730293.5
-0.21414799999999987,670950743730526.5
-0.212308,670950743730759.2
-0.21046799999999985,670950743730060.9
-0.20862799999999995,670950743730293.8
-0.206788,670950743730526.5
-0.2049479999999999,536760594961329.1
-0.20309999999999984,402570446196088.9
-0.20125999999999997,402570446200046.3
-0.19942,536760594965053.6
-0.19757999999999987,670950743732854.4
-0.19574,805140892498094.2
-0.19389999999999985,805140892498327.0
-0.19205999999999993,805140892497628.8
-0.19022,805140892496930.5
-0.18837999999999988,939331041265662.4
-0.18654,1073521190030669.6
-0.18469199999999997,1207711338799634.2
-0.182852,1341901487564874.2
-0.18101199999999987,1476091636333838.8
-0.17917199999999997,1610281785098148.0
-0.17733199999999985,1744471933863155.2
-0.17549199999999993,1744471933863388.2
-0.173652,1744471933863620.8
-0.17181199999999988,2012852231397360.0
-0.16997199999999996,2147042380162600.0
-0.1681239999999999,2281232528931332.0
-0.166284,2281232528930633.0
-0.16444399999999987,2281232528930866.0
-0.16260399999999997,2281232528934823.0
-0.16076399999999982,2415422677699830.0
-0.15892399999999993,2549612826468562.0
-0.15707599999999988,2549612826468795.0
-0.15523599999999996,2415422677703787.5
-0.15339599999999984,2281232528938780.5
-0.1515559999999999,2281232528939013.0
-0.149716,2415422677703788.0
-0.14787599999999987,2415422677704020.5
-0.14603599999999994,2415422677707512.5
-0.14419599999999982,2415422677707745.0
-0.14235599999999987,2415422677707512.0
-0.140516,2415422677707744.5
-0.13867599999999983,2415422677707978.0
-0.1368279999999998,2549612826472752.5
-0.1349879999999999,2683802975241251.5
-0.133148,2683802975241484.5
-0.13130799999999987,2683802975237527.5
-0.12946799999999994,2683802975237759.5
-0.12762799999999982,2683802975237526.5
-0.12578799999999987,2549612826468795.0
-0.12394799999999997,2281232528935172.0
-0.12209999999999994,2147042380166440.8
-0.12026000000000003,2147042380166672.8
-0.1184199999999999,2147042380166440.8
-0.11657999999999998,2147042380166672.8
-0.11473999999999984,2147042380162832.0
-0.11289999999999994,2147042380162599.2
-0.11106,2012852231397592.0
-0.10921999999999989,2012852231397359.5
-0.10737999999999996,2012852231397592.0
-0.10553999999999984,2012852231397824.8
-0.10369200000000002,2147042380162570.5
-0.10185199999999987,2281232528931418.5
-0.10001199999999996,2415422677696164.5
-0.09817199999999984,2549612826461375.5
-0.09633199999999992,2683802975229758.0
-0.09449200000000002,2549612826464750.5
-0.09265199999999987,2415422677696018.5
-0.09081199999999996,2415422677695785.0
-0.08897199999999984,2415422677696018.0
-0.0871319999999999,2281232528930807.0
-0.08528399999999987,2147042380161959.2
-0.08344399999999996,2012852231396748.8
-0.08160399999999984,1878662082631537.2
-0.0797639999999999,1744471933863155.0
-0.077924,1744471933862922.2
-0.07607599999999996,1744471933863155.0
-0.07423599999999984,1744471933863387.5
-0.0723959999999999,1744471933863155.2
-0.07055600000000001,1610281785098380.5
-0.06871599999999987,1476091636329532.2
-0.06687599999999996,1341901487564757.5
-0.06503599999999983,1341901487564524.8
-0.06319599999999992,1476091636333256.8
-0.061356,1610281785098264.2
-0.05951599999999986,1610281785101756.0
-0.05766799999999983,1610281785101988.8
-0.05582799999999991,1610281785102221.5
-0.053988,1610281785101988.8
-0.05214799999999986,1610281785102221.5
-0.05030799999999994,1476091636340706.0
-0.04846799999999982,1341901487575931.2
-0.04662799999999991,1073521190038700.4
-0.044788,805140892508685.6
-0.04293999999999995,536760594979136.75
-0.04109999999999982,268380297445281.25
-0.03925999999999991,-88108.70611215355
-0.037419999999999995,-268380297621964.2
-0.03557999999999986,-536760595155354.06
-0.03373199999999982,-805140892685485.1
-0.03189199999999991,-1073521190218875.2
-0.03005199999999999,-1341901487752497.5
-0.028211999999999852,-1476091636517505.0
-0.026371999999999944,-1744471934051244.2
-0.024531999999999807,-2012852231584750.8
-0.022691999999999896,-2281232529118256.5
-0.02085199999999998,-2549612826651763.0
-0.01901199999999985,-2817993124185502.0
-0.017171999999999937,-3220563570487507.5
-0.01533200000000002,-3623134016786021.0
-0.013491999999999888,-3891514314323019.0
-0.011651999999999973,-4159894611853033.5
-0.009811999999999843,-4294084760621765.5
-0.007971999999999929,-4562465058155504.0
-0.006132000000000014,-4830845355689243.0
-0.004283999999999974,-5099225653222982.0
-0.002443999999999842,-5367605950752997.0
-0.0006039999999999275,-5770176397055236.0
0.0012359999999999871,-6038556694585250.0
0.003084000000000028,-6306936992122481.0
0.004924000000000159,-6575317289652496.0
0.006764000000000074,-6843697587182278.0
0.008603999999999987,-7112077884715784.0
0.01044400000000012,-7380458182249291.0
0.012284000000000034,-7783028628548038.0
0.014124000000000164,-8185599074843059.0
0.015964000000000082,-8453979372380290.0
0.017803999999999993,-8588169521145298.0
0.01965200000000004,-8856549818679037.0
0.021492000000000167,-9124930116209050.0
0.02333200000000008,-9393310413742788.0
0.025172,-9527500562507796.0
0.02701200000000013,-9661690711276528.0
0.028852000000000044,-9795880860041534.0
0.03069200000000017,-9930071008806308.0
0.03253200000000009,-1.006426115757481e+16
0.034372,-1.0332641455104824e+16
0.036212000000000126,-1.0332641455104592e+16
0.03805200000000005,-1.0466831603869596e+16
0.03990000000000009,-1.0601021752638328e+16
0.041740000000000006,-1.0601021752638096e+16
0.043580000000000126,-1.0601021752638328e+16
0.04542000000000005,-1.0601021752634372e+16
0.04726800000000009,-1.0735211901399144e+16
0.049108000000000006,-1.0869402050167646e+16
0.05094800000000014,-1.1003592198935912e+16
0.05278800000000005,-1.100359219893242e+16
0.054628000000000176,-1.1003592198932652e+16
0.056468000000000095,-1.1003592198932886e+16
0.058308000000000006,-1.100359219893312e+16
0.06014800000000015,-1.086940205016427e+16
0.06198800000000006,-1.0735211901396004e+16
0.0638360000000001,-1.0735211901395772e+16
0.06567600000000001,-1.0735211901396004e+16
0.06751600000000015,-1.0735211901395772e+16
0.06935600000000006,-1.0869402050160894e+16
0.07119600000000019,-1.1003592198925902e+16
0.0730360000000001,-1.1003592198925668e+16
0.07487600000000001,-1.1003592198925902e+16
0.07671600000000015,-1.1003592198929396e+16
0.07855600000000007,-1.1003592198929162e+16
0.08039600000000019,-1.1137782347694372e+16
0.08224400000000001,-1.1271972496462756e+16
0.08408400000000016,-1.1406162645227966e+16
0.08592400000000008,-1.1540352793993178e+16
0.08776399999999998,-1.167454294276156e+16
0.08960400000000011,-1.1674542942761794e+16
0.09144400000000001,-1.167454294276156e+16
0.09328400000000016,-1.1674542942765518e+16
0.09512400000000008,-1.1674542942765284e+16
0.096964,-1.1674542942769038e+16
0.09881200000000001,-1.167454294276543e+16
