time_ms,Bt
-1.4994025599999998,0.0
-1.49840256,-3.1671316406250476e-08
-1.49740256,-5.7841070312501395e-08
-1.49640256,-7.438308984375668e-08
-1.49540256,-8.267276562500906e-08
-1.49440256,-8.408548828126237e-08
-1.49340256,-8.962438281251498e-08
-1.49240256,-1.0479101171876676e-07
-1.4914025599999998,-1.199576406250218e-07
-1.49040256,-1.1586880078127527e-07
-1.4894025599999998,-8.2896757812524e-08
-1.48840256,-4.0296980468780644e-08
-1.48740256,3.6781874999625694e-09
-1.48640256,5.0404136718715684e-08
-1.48540256,8.75023515624595e-08
-1.48440256,1.2460056640621136e-07
-1.4834025599999998,1.768280781249539e-07
-1.48240256,2.33181761718696e-07
-1.4814025599999998,2.826584921874495e-07
-1.48040256,3.225074882811931e-07
-1.47940256,3.45851796874938e-07
-1.47840256,3.5269141796868585e-07
-1.47740256,3.540294765624326e-07
-1.47640256,3.608690976561804e-07
-1.47540256,3.677087187499267e-07
-1.47440256,3.855514648436721e-07
-1.4734025599999998,4.102711640624224e-07
-1.47240256,4.349908632811671e-07
-1.4714025599999998,4.597105624999172e-07
-1.47040256,4.679255742186634e-07
-1.46940256,4.6238667968741083e-07
-1.46840256,4.6922630078115866e-07
-1.46740256,4.925706093749035e-07
-1.46640256,5.255426523436476e-07
-1.46540256,5.750193828124012e-07
-1.46440256,6.09366816406145e-07
-1.4634025599999998,6.272095624998943e-07
-1.46240256,6.450523085936397e-07
-1.46140256,6.628950546873851e-07
-1.46040256,6.793624101561341e-07
-1.45940256,6.985805468748794e-07
-1.45840256,7.095463398436277e-07
-1.45740256,7.108843984373746e-07
-1.45640256,7.122224570311213e-07
-1.4554025599999998,7.080589531248677e-07
-1.45440256,7.025200585936151e-07
-1.4534025599999998,6.859780390623597e-07
-1.45240256,6.529313320311094e-07
-1.45140256,6.198846249998591e-07
-1.45040256,6.005918242186034e-07
-1.44940256,5.950529296873508e-07
-1.44840256,6.060187226560967e-07
-1.44740256,6.334892031248473e-07
-1.44640256,6.733381992185908e-07
-1.4454025599999998,7.021840703123415e-07
-1.44440256,7.255283789060866e-07
-1.44340256,7.461219062498317e-07
-1.44240256,7.625892617185807e-07
-1.44140256,7.831827890623259e-07
-1.44040256,8.147794414060769e-07
-1.43940256,8.450007031248213e-07
-1.43840256,8.71095792968566e-07
-1.4374025599999998,8.916893203123156e-07
-1.43640256,8.930273789060624e-07
-1.4354025599999998,8.806115312498077e-07
-1.43440256,8.613187304685563e-07
-1.43340256,8.351489765623054e-07
-1.43240256,8.131053945310494e-07
-1.43140256,8.006895468747973e-07
-1.43040256,7.745197929685464e-07
-1.42940256,7.387223046872886e-07
-1.42840256,6.987986445310388e-07
-1.4274025599999998,6.63001156249781e-07
-1.42640256,6.313298398435306e-07
-1.42540256,6.065354765622795e-07
-1.42440256,5.844918945310235e-07
-1.42340256,5.638237031247722e-07
-1.42240256,5.500324648435173e-07
-1.42140256,5.444935703122646e-07
-1.42040256,5.485824101560113e-07
-1.41940256,5.664251562497605e-07
-1.41840256,5.883940742185054e-07
-1.41740256,6.158645546872501e-07
-1.41640256,6.584643320310027e-07
-1.41540256,6.983133281247462e-07
-1.41440256,7.189068554684958e-07
-1.41340256,7.298726484372418e-07
-1.41240256,7.449646132809873e-07
-1.41140256,7.628073593747365e-07
-1.41040256,7.957794023434806e-07
-1.4094025599999995,8.21874492187231e-07
-1.40840256,8.493449726559757e-07
-1.40740256,8.836924062497196e-07
-1.40640256,9.18039839843471e-07
-1.40540256,9.496364921872153e-07
-1.40440256,9.936116601559678e-07
-1.40340256,1.0595930781247092e-06
-1.40240256,1.1255744960934507e-06
-1.40140256,1.195682085937207e-06
-1.40040256,1.2657896757809482e-06
-1.39940256,1.3290203124996898e-06
-1.39840256,1.3936263398434452e-06
-1.39740256,1.4816140078121848e-06
-1.3964025599999998,1.5778540195309443e-06
-1.39540256,1.6740940312496831e-06
-1.39440256,1.7648324804684225e-06
-1.39340256,1.8321892890621784e-06
-1.39240256,1.872038285155922e-06
-1.39140256,1.9022595468746729e-06
-1.3904025599999998,1.9324808085934173e-06
-1.38940256,1.955825117187162e-06
-1.3884025599999998,1.9695416914059106e-06
-1.38740256,1.986009046874656e-06
-1.3864025599999998,2.009353355468406e-06
-1.38540256,2.0395746171871503e-06
-1.38440256,2.0532911914058963e-06
-1.38340256,2.067007765624645e-06
-1.38240256,2.104105980468389e-06
-1.38140256,2.128825679687134e-06
-1.3804025599999998,2.1425422539058828e-06
-1.37940256,2.154883437499629e-06
-1.3784025599999998,2.1672246210933774e-06
-1.37740256,2.1768150234371232e-06
-1.37640256,2.186405425780869e-06
-1.37540256,2.1932450468746167e-06
-1.37440256,2.197333886718363e-06
-1.37340256,2.213801242187112e-06
-1.3724025599999998,2.2233916445308584e-06
-1.37140256,2.2096004062496066e-06
-1.3704025599999998,2.190307605468351e-06
-1.36940256,2.177891757812099e-06
-1.36840256,2.1709774726558467e-06
-1.36740256,2.1516846718745912e-06
-1.36640256,2.12276413671834e-06
-1.36540256,2.099345164062084e-06
-1.36440256,2.086929316405832e-06
-1.36340256,2.092393546874578e-06
-1.3624025599999998,2.1143624648433287e-06
-1.36140256,2.134955992187074e-06
-1.3604025599999998,2.151423347655823e-06
-1.35940256,2.1816446093745672e-06
-1.35840256,2.211865871093312e-06
-1.35740256,2.251714867187064e-06
-1.35640256,2.2874376914058083e-06
-1.35540256,2.3135327812495585e-06
-1.35440256,2.347880214843302e-06
-1.35340256,2.389104601562046e-06
-1.3524025599999998,2.428953597655798e-06
-1.35140256,2.445420953124544e-06
-1.35040256,2.446759011718291e-06
-1.34940256,2.4522232421870382e-06
-1.34840256,2.4576874726557844e-06
-1.34740256,2.44527162499953e-06
-1.34640256,2.4383573398432774e-06
-1.34540256,2.438320007812024e-06
-1.3444025599999998,2.4382826757807708e-06
-1.34340256,2.4519992499995164e-06
