time_ms,Bt
-1.19939936,0.0
-1.19839936,1.7344926136362124e-08
-1.19739936,3.056368039772748e-08
-1.19639936,3.140391903409104e-08
-1.19539936,1.9865642045455595e-08
-1.19439936,4.201193181817068e-09
-1.19339936,-1.8340208806817455e-08
-1.19239936,-3.813082954545221e-08
-1.19139936,-5.241988778409053e-08
-1.19039936,-6.395816477272598e-08
-1.18939936,-7.412105113636377e-08
-1.18839936,-7.878237499999982e-08
-1.18739936,-7.381596448863665e-08
-1.18639936,-5.372025710227033e-08
-1.18539936,-3.3624549715908366e-08
-1.18439936,-1.9030404829542784e-08
-1.18339936,-1.1313213068179831e-08
-1.18239936,-7.722193181816563e-09
-1.18139936,-1.3758907670453772e-08
-1.18039936,-3.2174137784088614e-08
-1.17939936,-6.159249289772253e-08
-1.17839936,-9.513701988636344e-08
-1.17739936,-1.1905381249999789e-07
-1.17639936,-1.4572138636363784e-07
-1.17539936,-1.641366164772727e-07
-1.17439936,-1.7567489346590814e-07
-1.17339936,-1.872131704545461e-07
-1.17239936,-2.0837918181818077e-07
-1.17139936,-2.364221463068209e-07
-1.17039936,-2.644651107954549e-07
-1.16939936,-2.870065127840895e-07
-1.16839936,-3.095479147727288e-07
-1.16739936,-3.320893167613633e-07
-1.16639936,-3.450029843750014e-07
-1.16539936,-3.565412613636369e-07
-1.16439936,-3.584518039772732e-07
-1.16339936,-3.576115653409095e-07
-1.16239936,-3.67774451704545e-07
-1.16139936,-3.8756507244317996e-07
-1.16039936,-3.908510056818167e-07
-1.15939936,-3.886353764204533e-07
-1.15839936,-3.877951377840895e-07
-1.15739936,-3.773271647727268e-07
-1.15639936,-3.654838011363642e-07
-1.15539936,-3.5639121874999945e-07
-1.15439936,-3.55550980113636e-07
-1.15339936,-3.519599602272719e-07
-1.15239936,-3.3874120596590937e-07
-1.15139936,-3.213962798295473e-07
-1.15039936,-3.013005724431809e-07
-1.14939936,-2.8120486505681894e-07
-1.14839936,-2.679861107954536e-07
-1.14739936,-2.6164430965909054e-07
-1.14639936,-2.580532897727273e-07
-1.14539936,-2.4758531676136225e-07
-1.14439936,-2.3436656249999979e-07
-1.14339936,-2.280247613636368e-07
-1.14239936,-2.271845227272731e-07
-1.14139936,-2.3322123721590897e-07
-1.14039936,-2.433841235795467e-07
-1.13939936,-2.659255255681812e-07
-1.1383993600000002,-2.953438806818151e-07
-1.13739936,-3.247622357954555e-07
-1.13639936,-3.4730363778409e-07
-1.13539936,-3.67094258522729e-07
-1.13439936,-3.868848792613637e-07
-1.13339936,-4.135524531249978e-07
-1.13239936,-4.525985426136394e-07
-1.13139936,-4.971461946022721e-07
-1.13039936,-5.38943065340914e-07
-1.12939936,-5.683614204545479e-07
-1.12839936,-5.950289943181822e-07
-1.12739936,-6.285735213068231e-07
-1.12639936,-6.676196107954562e-07
-1.12539936,-7.09416481534089e-07
-1.12439936,-7.553395241477316e-07
-1.12339936,-7.985117855113643e-07
-1.12239936,-8.609395156250091e-07
-1.12139936,-9.329949801136394e-07
-1.1203993600000002,-1.0022996633522698e-06
-1.1193993599999998,-1.0716043465909155e-06
-1.11839936,-1.1216535610795476e-06
-1.1173993599999998,-1.152447306818188e-06
-1.11639936,-1.181865661931822e-06
-1.11539936,-1.2167855795454556e-06
-1.11439936,-1.2420777627840954e-06
-1.11339936,-1.26186838352273e-06
-1.1123993600000002,-1.266529707386366e-06
-1.11139936,-1.2698156406250028e-06
-1.1103993600000002,-1.2813539176136385e-06
-1.1093993599999998,-1.2970183664772768e-06
-1.10839936,-1.3030550809659125e-06
-1.10739936,-1.2980886704545495e-06
-1.10639936,-1.2944976505681853e-06
-1.10539936,-1.2991589744318217e-06
-1.10439936,-1.31619881392046e-06
-1.10339936,-1.3359894346590948e-06
