-1.49960208e-03,1.18750000e-02
-1.49860208e-03,1.14062500e-02
-1.49760208e-03,1.14453125e-02
-1.49660208e-03,1.09765625e-02
-1.49560208e-03,1.08593750e-02
-1.49460208e-03,1.06640625e-02
-1.49360208e-03,1.05859375e-02
-1.49260208e-03,1.09765625e-02
-1.49160208e-03,1.05078125e-02
-1.49060208e-03,1.11328125e-02
-1.48960208e-03,1.06640625e-02
-1.48860208e-03,1.12109375e-02
-1.48760208e-03,1.03906250e-02
-1.48660208e-03,1.07421875e-02
-1.48560208e-03,1.05078125e-02
-1.48460208e-03,1.09765625e-02
-1.48360208e-03,1.12500000e-02
-1.48260208e-03,1.10546875e-02
-1.48160208e-03,1.12500000e-02
-1.48060208e-03,1.15234375e-02
-1.47960208e-03,1.19921875e-02
-1.47860208e-03,1.14062500e-02
-1.47760208e-03,1.14453125e-02
-1.47660208e-03,1.11328125e-02
-1.47560208e-03,1.16015625e-02
-1.47460208e-03,1.11328125e-02
-1.47360208e-03,1.13281250e-02
-1.47260208e-03,1.08593750e-02
-1.47160208e-03,1.09765625e-02
-1.47060208e-03,1.09375000e-02
-1.46960208e-03,1.07421875e-02
-1.46860208e-03,1.01953125e-02
-1.46760208e-03,1.01171875e-02
-1.46660208e-03,1.02734375e-02
-1.46560208e-03,9.80468750e-03
-1.46460208e-03,1.03906250e-02
-1.46360208e-03,9.84375000e-03
-1.46260208e-03,1.10546875e-02
-1.46160208e-03,1.00781250e-02
-1.46060208e-03,1.10546875e-02
-1.45960208e-03,1.03125000e-02
-1.45860208e-03,1.13281250e-02
-1.45760208e-03,1.10546875e-02
-1.45660208e-03,1.14453125e-02
-1.45560208e-03,1.10546875e-02
-1.45460208e-03,1.12109375e-02
-1.45360208e-03,1.08593750e-02
-1.45260208e-03,1.10546875e-02
-1.45160208e-03,1.11328125e-02
-1.45060208e-03,1.13281250e-02
-1.44960208e-03,1.15234375e-02
-1.44860208e-03,1.15234375e-02
-1.44760208e-03,1.14453125e-02
-1.44660208e-03,1.13281250e-02
-1.44560208e-03,1.15234375e-02
-1.44460208e-03,1.12109375e-02
-1.44360208e-03,1.14062500e-02
-1.44260208e-03,1.07421875e-02
-1.44160208e-03,1.09765625e-02
-1.44060208e-03,1.10546875e-02
-1.43960208e-03,1.12109375e-02
-1.43860208e-03,1.13281250e-02
-1.43760208e-03,1.09765625e-02
-1.43660208e-03,1.17187500e-02
-1.43560208e-03,1.08593750e-02
-1.43460208e-03,1.16406250e-02
-1.43360208e-03,1.11328125e-02
-1.43260208e-03,1.15234375e-02
-1.43160208e-03,1.10546875e-02
-1.43060208e-03,1.16406250e-02
-1.42960208e-03,1.14062500e-02
-1.42860208e-03,1.17968750e-02
-1.42760208e-03,1.15234375e-02
-1.42660208e-03,1.14453125e-02
-1.42560208e-03,1.14062500e-02
-1.42460208e-03,1.16015625e-02
-1.42360208e-03,1.15234375e-02
-1.42260208e-03,1.13281250e-02
-1.42160208e-03,1.14453125e-02
-1.42060208e-03,1.05859375e-02
-1.41960208e-03,1.13281250e-02
-1.41860208e-03,1.11328125e-02
-1.41760208e-03,1.19140625e-02
-1.41660208e-03,1.15234375e-02
-1.41560208e-03,1.19140625e-02
-1.41460208e-03,1.13281250e-02
-1.41360208e-03,1.17968750e-02
-1.41260208e-03,1.16015625e-02
-1.41160208e-03,1.14453125e-02
-1.41060208e-03,1.13281250e-02
-1.40960208e-03,1.09375000e-02
-1.40860208e-03,1.12500000e-02
-1.40760208e-03,1.07421875e-02
-1.40660208e-03,1.09375000e-02
-1.40560208e-03,1.01171875e-02
-1.40460208e-03,1.04687500e-02
-1.40360208e-03,1.03125000e-02
-1.40260208e-03,1.05078125e-02
-1.40160208e-03,1.02734375e-02
-1.40060208e-03,1.05078125e-02
-1.39960208e-03,1.03906250e-02
-1.39860208e-03,1.05859375e-02
-1.39760208e-03,1.10546875e-02
-1.39660208e-03,1.03906250e-02
-1.39560208e-03,1.11328125e-02
-1.39460208e-03,1.05468750e-02
-1.39360208e-03,1.13281250e-02
-1.39260208e-03,1.03125000e-02
-1.39160208e-03,1.13281250e-02
-1.39060208e-03,1.03906250e-02
-1.38960208e-03,1.12500000e-02
-1.38860208e-03,1.02734375e-02
-1.38760208e-03,1.12109375e-02
-1.38660208e-03,1.04687500e-02
-1.38560208e-03,1.07421875e-02
-1.38460208e-03,1.05859375e-02
-1.38360208e-03,1.10546875e-02
-1.38260208e-03,1.10546875e-02
-1.38160208e-03,1.11328125e-02
-1.38060208e-03,1.10546875e-02
-1.37960208e-03,1.08593750e-02
-1.37860208e-03,1.09765625e-02
-1.37760208e-03,1.07812500e-02
-1.37660208e-03,1.09765625e-02
-1.37560208e-03,1.06640625e-02
-1.37460208e-03,1.10546875e-02
-1.37360208e-03,1.09765625e-02
-1.37260208e-03,1.10937500e-02
-1.37160208e-03,1.05859375e-02
-1.37060208e-03,1.07421875e-02
-1.36960208e-03,1.03906250e-02
-1.36860208e-03,1.02734375e-02
-1.36760208e-03,1.08593750e-02
-1.36660208e-03,1.04687500e-02
-1.36560208e-03,1.12109375e-02
-1.36460208e-03,1.01171875e-02
-1.36360208e-03,1.09375000e-02
-1.36260208e-03,1.00390625e-02
-1.36160208e-03,1.11328125e-02
-1.36060208e-03,1.04687500e-02
-1.35960208e-03,1.07812500e-02
-1.35860208e-03,1.01171875e-02
-1.35760208e-03,1.05859375e-02
-1.35660208e-03,1.01171875e-02
-1.35560208e-03,1.05078125e-02
-1.35460208e-03,1.03906250e-02
-1.35360208e-03,1.09765625e-02
-1.35260208e-03,1.05859375e-02
-1.35160208e-03,1.08593750e-02
-1.35060208e-03,1.04687500e-02
-1.34960208e-03,1.06640625e-02
-1.34860208e-03,1.09765625e-02
-1.34760208e-03,1.04687500e-02
-1.34660208e-03,1.11328125e-02
-1.34560208e-03,1.06640625e-02
-1.34460208e-03,1.08593750e-02
-1.34360208e-03,1.03125000e-02
-1.34260208e-03,1.03125000e-02
-1.34160208e-03,1.04687500e-02
-1.34060208e-03,1.03125000e-02
-1.33960208e-03,1.07812500e-02
-1.33860208e-03,1.03906250e-02
-1.33760208e-03,1.09765625e-02
-1.33660208e-03,1.04687500e-02
-1.33560208e-03,1.06640625e-02
-1.33460208e-03,1.05078125e-02
-1.33360208e-03,1.09765625e-02
-1.33260208e-03,1.11328125e-02
-1.33160208e-03,1.16015625e-02
-1.33060208e-03,1.13281250e-02
-1.32960208e-03,1.12500000e-02
-1.32860208e-03,1.11328125e-02
-1.32760208e-03,1.11328125e-02
-1.32660208e-03,1.12109375e-02
-1.32560208e-03,1.13281250e-02
-1.32460208e-03,1.16015625e-02
-1.32360208e-03,1.07421875e-02
-1.32260208e-03,1.14453125e-02
-1.32160208e-03,1.07812500e-02
-1.32060208e-03,1.15234375e-02
-1.31960208e-03,1.08593750e-02
-1.31860208e-03,1.14453125e-02
-1.31760208e-03,1.09375000e-02
-1.31660208e-03,1.14062500e-02
-1.31560208e-03,1.15234375e-02
-1.31460208e-03,1.16406250e-02
-1.31360208e-03,1.14453125e-02
