time_ms,Bt
-0.79905216,0.0
-0.7980521599999999,-6.5075625000001495e-09
-0.79705216,-3.08952031249981e-08
-0.79605216,-5.528284374999871e-08
-0.79505216,-7.279353124999913e-08
-0.79405216,-9.443039062499965e-08
-0.79305216,-1.1194107812499819e-07
-0.79205216,-1.4183028124999892e-07
-0.79105216,-1.689687031249996e-07
-0.79005216,-1.974825156250003e-07
-0.78905216,-2.25996328125001e-07
-0.78805216,-2.545101406249986e-07
-0.78705216,-2.954024687499996e-07
-0.78605216,-3.486733125000009e-07
-0.78505216,-4.184488437500026e-07
-0.78405216,-5.019782812499955e-07
-0.78305216,-5.66252249999997e-07
-0.78205216,-5.878891093749976e-07
-0.78105216,-5.861443281249975e-07
-0.78005216,-5.871503281249975e-07
-0.77905216,-6.156641406249951e-07
-0.77805216,-6.579318593749962e-07
-0.77705216,-7.098273124999974e-07
-0.77605216,-7.548458124999986e-07
-0.77505216,-7.957381406249952e-07
-0.77405216,-8.297535156249959e-07
-0.77305216,-8.568919374999965e-07
-0.77205216,-8.812795781249971e-07
-0.77105216,-9.16670343749998e-07
-0.77005216,-9.520611093749952e-07
-0.76905216,-9.805749218749958e-07
-0.76805216,-1.021467249999997e-06
-0.76705216,-1.0623595781249978e-06
-0.7660521600000001,-1.1005011249999943e-06
-0.76505216,-1.1290149374999953e-06
-0.76405216,-1.1602795312499962e-06
-0.76305216,-1.1970456874999972e-06
-0.7620521600000001,-1.2296856718749944e-06
-0.76105216,-1.2458209687499948e-06
-0.76005216,-1.259205484374995e-06
-0.75905216,-1.257460703124995e-06
-0.75805216,-1.2488389687499949e-06
-0.7570521600000001,-1.2360910624999958e-06
-0.75605216,-1.2274693281249954e-06
-0.75505216,-1.2188475937499952e-06
-0.75405216,-1.207475078124995e-06
-0.7530521600000001,-1.2167334218749945e-06
-0.7520521600000001,-1.247998015624995e-06
-0.75105216,-1.287514953124996e-06
-0.75005216,-1.336659624999997e-06
-0.74905216,-1.3871796874999984e-06
-0.7480521600000001,-1.4211950624999956e-06
-0.74705216,-1.4483334843749962e-06
-0.74605216,-1.4603426093749964e-06
